name,date,cases,hospitalizations,deaths,level
New Haven,2020-05-09,9209,421,701,county
New London,2020-05-09,782,27,54,county
Tolland,2020-05-09,543,5,47,county
Windham,2020-05-09,270,4,7,county
Connecticut,2020-05-10,33765,1212,3008,state
Fairfield,2020-05-10,13312,384,1034,county
Hartford,2020-05-10,7358,328,921,county
Litchfield,2020-05-10,1161,17,109,county
Middlesex,2020-05-10,801,42,115,county
New Haven,2020-05-10,9260,405,716,county
New London,2020-05-10,784,26,56,county
Tolland,2020-05-10,545,4,47,county
Windham,2020-05-10,271,6,7,county
Connecticut,2020-05-11,34333,1189,3041,state
Fairfield,2020-05-11,13488,378,1046,county
Hartford,2020-05-11,7528,320,931,county
Litchfield,2020-05-11,1171,21,110,county
Middlesex,2020-05-11,823,40,116,county
New Haven,2020-05-11,9430,399,723,county
New London,2020-05-11,793,23,58,county
Tolland,2020-05-11,556,2,47,county
Windham,2020-05-11,281,6,7,county
Connecticut,2020-05-12,34855,1158,3125,state
Fairfield,2020-05-12,13636,372,1068,county
Hartford,2020-05-12,7732,296,963,county
Litchfield,2020-05-12,1179,18,110,county
Middlesex,2020-05-12,837,36,116,county
New Haven,2020-05-12,9570,404,745,county
New London,2020-05-12,804,24,60,county
Tolland,2020-05-12,560,3,49,county
Windham,2020-05-12,287,5,9,county
Connecticut,2020-05-13,35464,1103,3219,state
Fairfield,2020-05-13,13836,362,1093,county
Hartford,2020-05-13,7935,269,999,county
Litchfield,2020-05-13,1203,14,115,county
Middlesex,2020-05-13,863,31,118,county
New Haven,2020-05-13,9712,394,767,county
New London,2020-05-13,821,24,62,county
Tolland,2020-05-13,568,3,51,county
Windham,2020-05-13,291,6,11,county
Connecticut,2020-05-14,36085,1033,3285,state
Fairfield,2020-05-14,14009,342,1109,county
Hartford,2020-05-14,8126,248,1025,county
Litchfield,2020-05-14,1218,14,115,county
Middlesex,2020-05-14,885,32,124,county
New Haven,2020-05-14,9881,367,783,county
New London,2020-05-14,844,24,63,county
Tolland,2020-05-14,583,1,51,county
Windham,2020-05-14,301,5,12,county
Connecticut,2020-05-15,36703,994,3339,state
Fairfield,2020-05-15,14140,330,1125,county
Hartford,2020-05-15,8299,243,1044,county
Litchfield,2020-05-15,1234,10,116,county
Middlesex,2020-05-15,898,29,124,county
New Haven,2020-05-15,10075,352,800,county
New London,2020-05-15,860,24,65,county
Tolland,2020-05-15,636,1,51,county
Windham,2020-05-15,304,5,12,county
Connecticut,2020-05-16,37419,937,3408,state
Fairfield,2020-05-16,14248,299,1146,county
Hartford,2020-05-16,8723,234,1069,county
Litchfield,2020-05-16,1269,10,116,county
Middlesex,2020-05-16,909,32,125,county
New Haven,2020-05-16,10159,336,817,county
New London,2020-05-16,873,22,66,county
Tolland,2020-05-16,715,1,54,county
Windham,2020-05-16,313,3,14,county
Connecticut,2020-05-17,38116,920,3449,state
Fairfield,2020-05-17,14439,287,1153,county
Hartford,2020-05-17,8957,235,1084,county
Litchfield,2020-05-17,1280,10,115,county
Middlesex,2020-05-17,936,32,131,county
New Haven,2020-05-17,10338,331,830,county
New London,2020-05-17,876,21,66,county
Tolland,2020-05-17,735,1,54,county
Windham,2020-05-17,322,3,14,county
Connecticut,2020-05-18,38430,914,3472,state
Fairfield,2020-05-18,14522,287,1160,county
Hartford,2020-05-18,9050,226,1090,county
Litchfield,2020-05-18,1290,11,117,county
Middlesex,2020-05-18,947,35,131,county
New Haven,2020-05-18,10427,327,838,county
New London,2020-05-18,880,24,66,county
Tolland,2020-05-18,770,1,54,county
Windham,2020-05-18,326,3,14,county
Connecticut,2020-05-19,39017,887,3529,state
Fairfield,2020-05-19,14719,272,1167,county
Hartford,2020-05-19,9234,222,1116,county
Litchfield,2020-05-19,1299,7,121,county
Middlesex,2020-05-19,965,33,131,county
New Haven,2020-05-19,10587,326,855,county
New London,2020-05-19,896,24,68,county
Tolland,2020-05-19,786,0,55,county
Windham,2020-05-19,329,3,14,county
Connecticut,2020-05-20,39208,816,3582,state
Fairfield,2020-05-20,14751,241,1180,county
Hartford,2020-05-20,9299,214,1133,county
Litchfield,2020-05-20,1303,7,121,county
Middlesex,2020-05-20,972,28,130,county
New Haven,2020-05-20,10663,301,874,county
New London,2020-05-20,903,22,73,county
Tolland,2020-05-20,787,0,55,county
Windham,2020-05-20,336,3,14,county
Connecticut,2020-05-21,39640,740,3637,state
Fairfield,2020-05-21,14889,226,1195,county
Hartford,2020-05-21,9463,184,1155,county
Litchfield,2020-05-21,1298,6,121,county
Middlesex,2020-05-21,992,28,135,county
New Haven,2020-05-21,10756,272,888,county
New London,2020-05-21,910,21,72,county
Tolland,2020-05-21,796,0,55,county
Windham,2020-05-21,348,3,14,county
Connecticut,2020-05-22,40022,724,3675,state
Fairfield,2020-05-22,14989,227,1208,county
Hartford,2020-05-22,9545,179,1169,county
Litchfield,2020-05-22,1304,5,122,county
Middlesex,2020-05-22,999,25,136,county
New Haven,2020-05-22,10847,265,897,county
New London,2020-05-22,970,20,72,county
Tolland,2020-05-22,799,0,55,county
Windham,2020-05-22,354,3,14,county
Connecticut,2020-05-23,40468,701,3693,state
Fairfield,2020-05-23,15114,232,1215,county
Hartford,2020-05-23,9686,164,1175,county
Litchfield,2020-05-23,1331,5,121,county
Middlesex,2020-05-23,1010,26,136,county
New Haven,2020-05-23,10905,254,903,county
New London,2020-05-23,1046,17,74,county
Tolland,2020-05-23,807,0,55,county
Windham,2020-05-23,359,3,14,county
Connecticut,2020-05-24,40873,706,3742,state
Fairfield,2020-05-24,15213,233,1221,county
Hartford,2020-05-24,9841,166,1187,county
Litchfield,2020-05-24,1346,6,126,county
Middlesex,2020-05-24,1012,29,138,county
New Haven,2020-05-24,11017,253,922,county
New London,2020-05-24,1043,16,78,county
Tolland,2020-05-24,812,0,56,county
Windham,2020-05-24,365,3,14,county
Connecticut,2020-05-25,41303,694,3769,state
Fairfield,2020-05-25,15355,225,1231,county
Hartford,2020-05-25,9917,173,1193,county
Litchfield,2020-05-25,1360,4,129,county
Middlesex,2020-05-25,1026,28,142,county
New Haven,2020-05-25,11121,248,925,county
New London,2020-05-25,1075,14,78,county
Tolland,2020-05-25,821,0,56,county
Windham,2020-05-25,371,2,14,county
Connecticut,2020-05-26,41288,684,3803,state
Fairfield,2020-05-26,15314,220,1242,county
Hartford,2020-05-26,9962,165,1203,county
Litchfield,2020-05-26,1360,5,130,county
Middlesex,2020-05-26,1061,30,143,county
New Haven,2020-05-26,11124,248,934,county
New London,2020-05-26,1053,15,79,county
Tolland,2020-05-26,815,0,57,county
Windham,2020-05-26,371,1,14,county
Connecticut,2020-05-27,41559,648,3826,state
Fairfield,2020-05-27,15353,211,1246,county
Hartford,2020-05-27,10078,158,1208,county
Litchfield,2020-05-27,1366,8,128,county
Middlesex,2020-05-27,1082,24,144,county
New Haven,2020-05-27,11198,232,946,county
New London,2020-05-27,1067,12,83,county
Tolland,2020-05-27,822,2,57,county
Windham,2020-05-27,375,1,14,county
Connecticut,2020-05-28,41762,577,3868,state
Fairfield,2020-05-28,15409,188,1257,county
Hartford,2020-05-28,10146,138,1222,county
Litchfield,2020-05-28,1375,5,130,county
Middlesex,2020-05-28,1090,22,146,county
New Haven,2020-05-28,11241,207,957,county
New London,2020-05-28,1068,12,85,county
Tolland,2020-05-28,827,2,57,county
Windham,2020-05-28,380,3,14,county
Connecticut,2020-05-29,42022,533,3912,state
Fairfield,2020-05-29,15502,176,1267,county
Hartford,2020-05-29,10207,120,1238,county
Litchfield,2020-05-29,1381,3,131,county
Middlesex,2020-05-29,1104,22,150,county
New Haven,2020-05-29,11309,195,966,county
New London,2020-05-29,1076,13,89,county
Tolland,2020-05-29,833,2,57,county
Windham,2020-05-29,381,2,14,county
Connecticut,2020-05-30,42201,481,3944,state
Fairfield,2020-05-30,15549,163,1277,county
Hartford,2020-05-30,10296,107,1250,county
Litchfield,2020-05-30,1397,2,133,county
Middlesex,2020-05-30,1104,23,152,county
New Haven,2020-05-30,11323,170,972,county
New London,2020-05-30,1078,11,89,county
Tolland,2020-05-30,836,2,57,county
Windham,2020-05-30,384,3,14,county
Connecticut,2020-05-31,42743,454,3970,state
Fairfield,2020-05-31,15709,157,1288,county
Hartford,2020-05-31,10445,100,1254,county
Litchfield,2020-05-31,1400,4,136,county
Middlesex,2020-05-31,1143,21,153,county
New Haven,2020-05-31,11479,160,973,county
New London,2020-05-31,1091,9,89,county
Tolland,2020-05-31,845,2,58,county
Windham,2020-05-31,388,1,13,county
Connecticut,2020-06-01,42979,434,3972,state
Fairfield,2020-06-01,15776,153,1287,county
Hartford,2020-06-01,10536,93,1253,county
Litchfield,2020-06-01,1402,4,133,county
Middlesex,2020-06-01,1154,24,150,county
New Haven,2020-06-01,11525,149,985,county
New London,2020-06-01,1094,9,90,county
Tolland,2020-06-01,848,1,60,county
Windham,2020-06-01,393,1,14,county
Connecticut,2020-06-02,43091,406,3989,state
Fairfield,2020-06-02,15789,134,1289,county
Hartford,2020-06-02,10593,92,1259,county
Litchfield,2020-06-02,1404,5,133,county
Middlesex,2020-06-02,1161,16,152,county
New Haven,2020-06-02,11548,150,990,county
New London,2020-06-02,1100,8,92,county
Tolland,2020-06-02,856,0,60,county
Windham,2020-06-02,392,1,14,county
Connecticut,2020-06-03,43239,373,4007,state
Fairfield,2020-06-03,15843,126,1293,county
Hartford,2020-06-03,10636,90,1266,county
Litchfield,2020-06-03,1406,3,134,county
Middlesex,2020-06-03,1171,15,154,county
New Haven,2020-06-03,11582,128,992,county
New London,2020-06-03,1104,8,94,county
Tolland,2020-06-03,859,0,60,county
Windham,2020-06-03,397,3,14,county
Connecticut,2020-06-04,43460,350,4038,state
Fairfield,2020-06-04,15914,111,1304,county
Hartford,2020-06-04,10677,83,1277,county
Litchfield,2020-06-04,1409,2,134,county
Middlesex,2020-06-04,1170,14,155,county
New Haven,2020-06-04,11673,127,999,county
New London,2020-06-04,1108,8,95,county
Tolland,2020-06-04,859,0,60,county
Windham,2020-06-04,405,5,14,county
Connecticut,2020-06-05,43818,333,4055,state
Fairfield,2020-06-05,16020,108,1309,county
Hartford,2020-06-05,10747,78,1279,county
Litchfield,2020-06-05,1413,1,134,county
Middlesex,2020-06-05,1174,14,157,county
New Haven,2020-06-05,11817,121,1007,county
New London,2020-06-05,1112,7,95,county
Tolland,2020-06-05,864,0,60,county
Windham,2020-06-05,416,4,14,county
Connecticut,2020-06-06,43968,333,4071,state
Fairfield,2020-06-06,16056,111,1312,county
Hartford,2020-06-06,10809,87,1287,county
Litchfield,2020-06-06,1419,1,134,county
Middlesex,2020-06-06,1185,15,159,county
New Haven,2020-06-06,11828,110,1010,county
New London,2020-06-06,1119,6,95,county
Tolland,2020-06-06,864,0,60,county
Windham,2020-06-06,420,3,14,county
Connecticut,2020-06-07,44092,324,4084,state
Fairfield,2020-06-07,16092,114,1316,county
Hartford,2020-06-07,10844,77,1291,county
Litchfield,2020-06-07,1426,2,134,county
Middlesex,2020-06-07,1187,14,160,county
New Haven,2020-06-07,11860,108,1013,county
New London,2020-06-07,1120,7,96,county
Tolland,2020-06-07,863,0,60,county
Windham,2020-06-07,428,2,14,county
Connecticut,2020-06-08,44179,293,4097,state
Fairfield,2020-06-08,16108,111,1319,county
Hartford,2020-06-08,10859,68,1291,county
Litchfield,2020-06-08,1432,3,136,county
Middlesex,2020-06-08,1194,12,163,county
New Haven,2020-06-08,11875,88,1016,county
New London,2020-06-08,1122,8,96,county
Tolland,2020-06-08,873,1,61,county
Windham,2020-06-08,430,2,15,county
Connecticut,2020-06-09,44347,270,4120,state
Fairfield,2020-06-09,16134,92,1321,county
Hartford,2020-06-09,10924,69,1303,county
Litchfield,2020-06-09,1430,3,134,county
Middlesex,2020-06-09,1199,12,164,county
New Haven,2020-06-09,11911,84,1024,county
New London,2020-06-09,1130,8,97,county
Tolland,2020-06-09,878,0,61,county
Windham,2020-06-09,437,2,14,county
Connecticut,2020-06-10,44461,246,4146,state
Fairfield,2020-06-10,16155,89,1333,county
Hartford,2020-06-10,10967,60,1308,county
Litchfield,2020-06-10,1435,3,135,county
Middlesex,2020-06-10,1210,14,165,county
New Haven,2020-06-10,11930,71,1031,county
New London,2020-06-10,1147,7,98,county
Tolland,2020-06-10,883,0,62,county
Windham,2020-06-10,441,2,14,county
Connecticut,2020-06-11,44689,244,4159,state
Fairfield,2020-06-11,16178,81,1337,county
Hartford,2020-06-11,11103,61,1313,county
Litchfield,2020-06-11,1435,3,135,county
Middlesex,2020-06-11,1216,15,166,county
New Haven,2020-06-11,11979,74,1034,county
New London,2020-06-11,1150,7,98,county
Tolland,2020-06-11,886,0,62,county
Windham,2020-06-11,453,3,14,county
Connecticut,2020-06-12,44994,233,4186,state
Fairfield,2020-06-12,16277,81,1345,county
Hartford,2020-06-12,11189,54,1321,county
Litchfield,2020-06-12,1439,3,135,county
Middlesex,2020-06-12,1223,13,168,county
New Haven,2020-06-12,12021,73,1041,county
New London,2020-06-12,1198,7,100,county
Tolland,2020-06-12,885,0,62,county
Windham,2020-06-12,463,2,14,county
Connecticut,2020-06-13,45088,205,4201,state
Fairfield,2020-06-13,16306,68,1346,county
Hartford,2020-06-13,11218,52,1327,county
Litchfield,2020-06-13,1442,3,136,county
Middlesex,2020-06-13,1229,11,171,county
New Haven,2020-06-13,12034,63,1044,county
New London,2020-06-13,1236,6,101,county
Tolland,2020-06-13,888,0,62,county
Windham,2020-06-13,465,2,14,county
Connecticut,2020-06-14,45235,203,4204,state
Fairfield,2020-06-14,16338,70,1347,county
Hartford,2020-06-14,11231,52,1328,county
Litchfield,2020-06-14,1441,3,135,county
Middlesex,2020-06-14,1233,9,171,county
New Haven,2020-06-14,12055,63,1045,county
New London,2020-06-14,1240,6,102,county
Tolland,2020-06-14,888,0,62,county
Windham,2020-06-14,467,0,14,county
Connecticut,2020-06-15,45349,201,4210,state
Fairfield,2020-06-15,16359,70,1350,county
Hartford,2020-06-15,11261,48,1330,county
Litchfield,2020-06-15,1443,3,135,county
Middlesex,2020-06-15,1235,8,171,county
New Haven,2020-06-15,12078,64,1046,county
New London,2020-06-15,1276,7,102,county
Tolland,2020-06-15,888,0,62,county
Windham,2020-06-15,469,1,14,county
Connecticut,2020-06-16,45429,186,4219,state
Fairfield,2020-06-16,16381,68,1352,county
Hartford,2020-06-16,11284,42,1331,county
Litchfield,2020-06-16,1444,5,135,county
Middlesex,2020-06-16,1241,7,171,county
New Haven,2020-06-16,12089,60,1052,county
New London,2020-06-16,1285,3,101,county
Tolland,2020-06-16,889,0,63,county
Windham,2020-06-16,471,1,14,county
Connecticut,2020-06-17,45440,176,4226,state
Fairfield,2020-06-17,16398,64,1352,county
Hartford,2020-06-17,11322,37,1336,county
Litchfield,2020-06-17,1447,7,135,county
Middlesex,2020-06-17,1246,7,172,county
New Haven,2020-06-17,12105,56,1052,county
New London,2020-06-17,1288,4,101,county
Tolland,2020-06-17,892,0,64,county
Windham,2020-06-17,472,1,14,county
Connecticut,2020-06-18,45557,172,4238,state
Fairfield,2020-06-18,16425,66,1355,county
Hartford,2020-06-18,11358,35,1341,county
Litchfield,2020-06-18,1448,5,135,county
Middlesex,2020-06-18,1254,8,172,county
New Haven,2020-06-18,12136,52,1056,county
New London,2020-06-18,1203,5,101,county
Tolland,2020-06-18,893,0,64,county
Windham,2020-06-18,567,1,14,county
Connecticut,2020-06-19,45715,150,4251,state
Fairfield,2020-06-19,16469,53,1361,county
Hartford,2020-06-19,11392,35,1344,county
Litchfield,2020-06-19,1467,3,135,county
Middlesex,2020-06-19,1258,9,172,county
New Haven,2020-06-19,12174,46,1060,county
New London,2020-06-19,1209,3,101,county
Tolland,2020-06-19,895,0,64,county
Windham,2020-06-19,575,1,14,county
Connecticut,2020-06-20,45755,149,4260,state
Fairfield,2020-06-20,16475,53,1361,county
Hartford,2020-06-20,11405,44,1350,county
Litchfield,2020-06-20,1467,1,135,county
Middlesex,2020-06-20,1259,9,174,county
New Haven,2020-06-20,12185,37,1061,county
New London,2020-06-20,1217,4,101,county
Tolland,2020-06-20,895,0,64,county
Windham,2020-06-20,579,1,14,county
Connecticut,2020-06-21,45782,140,4263,state
Fairfield,2020-06-21,16483,51,1362,county
Hartford,2020-06-21,11414,39,1350,county
Litchfield,2020-06-21,1467,1,135,county
Middlesex,2020-06-21,1259,8,174,county
New Haven,2020-06-21,12196,37,1063,county
New London,2020-06-21,1214,3,101,county
Tolland,2020-06-21,895,0,64,county
Windham,2020-06-21,584,1,14,county
Connecticut,2020-06-22,45899,138,4277,state
Fairfield,2020-06-22,16522,46,1367,county
Hartford,2020-06-22,11443,39,1352,county
Litchfield,2020-06-22,1469,1,136,county
Middlesex,2020-06-22,1272,10,177,county
New Haven,2020-06-22,12225,38,1065,county
New London,2020-06-22,1221,3,102,county
Tolland,2020-06-22,898,0,64,county
Windham,2020-06-22,587,1,14,county
Connecticut,2020-06-23,45913,124,4287,state
Fairfield,2020-06-23,16527,47,1370,county
Hartford,2020-06-23,11450,28,1356,county
Litchfield,2020-06-23,1469,1,136,county
Middlesex,2020-06-23,1273,8,179,county
New Haven,2020-06-23,12227,37,1066,county
New London,2020-06-23,1221,2,102,county
Tolland,2020-06-23,898,0,64,county
Windham,2020-06-23,588,1,14,county
Connecticut,2020-06-24,45994,122,4298,state
Fairfield,2020-06-24,16547,46,1373,county
Hartford,2020-06-24,11483,25,1362,county
Litchfield,2020-06-24,1469,1,136,county
Middlesex,2020-06-24,1277,8,179,county
New Haven,2020-06-24,12245,39,1068,county
New London,2020-06-24,1219,2,102,county
Tolland,2020-06-24,899,0,64,county
Windham,2020-06-24,595,1,14,county
Connecticut,2020-06-25,46059,127,4307,state
Fairfield,2020-06-25,16564,46,1375,county
Hartford,2020-06-25,11511,25,1365,county
Litchfield,2020-06-25,1471,1,136,county
Middlesex,2020-06-25,1282,8,182,county
New Haven,2020-06-25,12254,45,1069,county
New London,2020-06-25,1223,1,102,county
Tolland,2020-06-25,904,0,64,county
Windham,2020-06-25,598,1,14,county
Connecticut,2020-06-26,46206,106,4311,state
Fairfield,2020-06-26,16606,35,1375,county
Hartford,2020-06-26,11558,24,1369,county
Litchfield,2020-06-26,1482,1,136,county
Middlesex,2020-06-26,1287,9,182,county
New Haven,2020-06-26,12275,35,1069,county
New London,2020-06-26,1241,1,102,county
Tolland,2020-06-26,906,0,64,county
Windham,2020-06-26,599,1,14,county
Connecticut,2020-06-27,46303,103,4316,state
Fairfield,2020-06-27,16633,32,1375,county
Hartford,2020-06-27,11587,27,1369,county
Litchfield,2020-06-27,1482,1,136,county
Middlesex,2020-06-27,1292,8,183,county
New Haven,2020-06-27,12299,33,1073,county
New London,2020-06-27,1244,2,102,county
Tolland,2020-06-27,910,0,64,county
Windham,2020-06-27,605,0,14,county
Connecticut,2020-06-28,46362,99,4320,state
Fairfield,2020-06-28,16664,32,1376,county
Hartford,2020-06-28,11623,26,1370,county
Litchfield,2020-06-28,1487,0,136,county
Middlesex,2020-06-28,1295,6,183,county
New Haven,2020-06-28,12318,33,1075,county
New London,2020-06-28,1255,2,102,county
Tolland,2020-06-28,909,0,64,county
Windham,2020-06-28,606,0,14,county
Connecticut,2020-06-29,46514,98,4322,state
Fairfield,2020-06-29,16703,37,1376,county
Hartford,2020-06-29,11662,28,1370,county
Litchfield,2020-06-29,1490,0,137,county
Middlesex,2020-06-29,1305,3,184,county
New Haven,2020-06-29,12359,27,1075,county
New London,2020-06-29,1268,3,102,county
Tolland,2020-06-29,913,0,64,county
Windham,2020-06-29,610,0,14,county
Connecticut,2020-06-30,46572,100,4324,state
Fairfield,2020-06-30,16717,31,1376,county
Hartford,2020-06-30,11691,32,1373,county
Litchfield,2020-06-30,1490,0,137,county
Middlesex,2020-06-30,1304,7,185,county
New Haven,2020-06-30,12368,28,1073,county
New London,2020-06-30,1268,2,102,county
Tolland,2020-06-30,913,0,64,county
Windham,2020-06-30,612,0,14,county
Connecticut,2020-07-01,46646,101,4326,state
Fairfield,2020-07-01,16733,31,1376,county
Hartford,2020-07-01,11716,33,1374,county
Litchfield,2020-07-01,1492,1,137,county
Middlesex,2020-07-01,1311,6,185,county
New Haven,2020-07-01,12383,28,1074,county
New London,2020-07-01,1273,2,102,county
Tolland,2020-07-01,915,0,64,county
Windham,2020-07-01,612,0,14,county
Connecticut,2020-07-02,46717,95,4335,state
Fairfield,2020-07-02,16757,31,1377,county
Hartford,2020-07-02,11728,27,1378,county
Litchfield,2020-07-02,1494,1,137,county
Middlesex,2020-07-02,1308,5,186,county
New Haven,2020-07-02,12409,27,1077,county
New London,2020-07-02,1277,4,102,county
Tolland,2020-07-02,915,0,64,county
Windham,2020-07-02,616,0,14,county
Connecticut,2020-07-05,46976,69,4338,state
Fairfield,2020-07-05,16823,25,1377,county
Hartford,2020-07-05,11794,24,1380,county
Litchfield,2020-07-05,1504,1,137,county
Middlesex,2020-07-05,1321,3,186,county
New Haven,2020-07-05,12462,14,1078,county
New London,2020-07-05,1296,1,102,county
Tolland,2020-07-05,925,0,64,county
Windham,2020-07-05,624,1,14,county
Connecticut,2020-07-06,47033,83,4338,state
Fairfield,2020-07-06,16837,26,1377,county
Hartford,2020-07-06,11812,30,1380,county
Litchfield,2020-07-06,1508,1,137,county
Middlesex,2020-07-06,1320,5,186,county
New Haven,2020-07-06,12473,18,1078,county
New London,2020-07-06,1304,1,102,county
Tolland,2020-07-06,925,0,64,county
Windham,2020-07-06,627,2,14,county
Connecticut,2020-07-07,47108,88,4343,state
Fairfield,2020-07-07,16859,34,1378,county
Hartford,2020-07-07,11835,29,1382,county
Litchfield,2020-07-07,1509,0,137,county
Middlesex,2020-07-07,1331,8,187,county
New Haven,2020-07-07,12486,13,1079,county
New London,2020-07-07,1308,3,102,county
Tolland,2020-07-07,926,0,64,county
Windham,2020-07-07,626,1,14,county
Connecticut,2020-07-08,47209,90,4348,state
Fairfield,2020-07-08,16886,32,1380,county
Hartford,2020-07-08,11866,31,1385,county
Litchfield,2020-07-08,1510,1,137,county
Middlesex,2020-07-08,1334,6,187,county
New Haven,2020-07-08,12509,17,1079,county
New London,2020-07-08,1319,3,102,county
Tolland,2020-07-08,928,0,64,county
Windham,2020-07-08,630,0,14,county
Connecticut,2020-07-09,47287,77,4348,state
Fairfield,2020-07-09,16906,25,1380,county
Hartford,2020-07-09,11892,28,1385,county
Litchfield,2020-07-09,1510,1,137,county
Middlesex,2020-07-09,1335,5,187,county
New Haven,2020-07-09,12532,15,1079,county
